0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,16,159,167,176,176,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,33,21,22,23,20,21,0,0,0,0,0,16,16,144,176,162,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,35,33,32,26,27,24,25,26,0,0,0,0,16,152,164,176,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,35,28,32,30,31,28,29,30,0,0,0,16,16,144,176,176,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,149,153,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,16,17,156,149,149,153,18,19,16,17,152,145,164,176,162,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,176,165,149,157,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,156,164,176,176,161,145,145,149,149,160,176,176,176,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,180,181,182,161,157,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,156,149,164,176,166,151,147,163,176,176,176,176,176,176,166,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,184,185,186,187,165,149,157,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,148,184,185,166,154,17,18,159,167,176,176,176,176,176,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,188,189,190,191,188,189,161,145,153,17,18,19,16,0,0,0,0,0,0,0,0,0,0,19,16,17,18,148,188,189,150,20,0,0,23,155,147,147,147,147,147,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,176,177,178,179,176,177,178,179,161,153,22,23,20,21,0,0,0,0,0,0,0,0,0,23,20,21,22,144,176,177,150,24,264,0,17,24,25,26,27,24,25,26,0,0,0,0,0,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,
0,151,147,151,151,167,181,182,183,180,165,157,27,24,25,26,0,0,0,26,27,24,0,26,27,24,25,26,155,163,181,161,149,153,20,21,28,29,30,31,28,29,30,0,0,0,0,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,
0,16,17,18,19,155,147,163,187,184,185,146,31,28,29,30,31,28,29,35,34,28,29,30,31,28,29,30,31,148,185,186,162,158,18,19,16,17,18,19,16,17,0,0,0,0,0,19,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,
0,20,21,22,36,20,21,159,167,188,189,161,153,16,17,18,19,16,17,32,34,16,17,18,19,16,17,18,19,148,189,190,150,21,22,23,20,21,22,23,20,21,22,0,0,0,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,
0,24,25,26,27,37,37,26,159,167,177,178,165,145,153,22,23,20,21,32,35,20,21,22,23,20,21,22,23,155,167,178,146,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,0,0,0,
0,0,0,30,31,28,29,38,31,155,163,182,183,180,161,157,27,24,25,32,42,34,43,36,38,39,25,26,27,24,144,182,165,157,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,18,19,16,144,186,187,184,185,150,31,28,29,30,37,28,37,30,31,28,39,39,31,28,144,186,187,150,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,22,23,34,159,167,191,188,189,161,149,157,17,18,41,35,40,18,19,16,17,34,38,39,192,204,198,194,39,36,37,37,37,39,36,33,43,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,27,24,25,159,167,176,177,178,179,146,21,22,23,20,35,22,23,20,21,34,23,152,160,178,179,150,26,27,24,25,26,27,21,45,33,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,28,29,30,155,163,181,182,183,161,149,157,27,24,33,156,149,157,25,33,152,160,181,182,183,146,30,31,28,29,30,31,28,28,32,31,28,29,30,31,28,156,145,157,28,29,0,0,0,0,0,0,0,0,0,0,
